v6.0,24874347
v6.1,25190978
v6.2,25410672
v6.3,25482245
v6.4,25791346
v6.5,26042101
v6.6,26227652
v6.7,26657395
v6.8,26860089
v6.9,27196618
v6.10,27346468
v6.11,27889137
